[2023/10/25:16:16:55] 10.10.132.238 ajax.aspnetcdn.com:443 GET / 301 551 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.46.50 login.microsoftonline.com:443 GET /common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638338455892621874.ZDdiN2I4MWYtMzFhMi00OTU3LTk5YmQtYThlZmUyNGU5ZDE3YzRkMWFjMmQtOGQ0My00ZmFhLTgwYmQtYWM3MzFhNWU4M2Ey&ui_locales=en-US&mkt=en-US&client-request-id=ca8c86cc-8f8a-4b88-bbf3-3eca79597e46&state=a2W8POZJSIeJRNrU6CxHGaTd79kz0qmgIJPQyilsfqRPgCIKHsXAyua9a6SETX1v5I6by0N_206Cxt8zZ5hxo24ijFYhsCirW5e75VrN2OMLYPb1kR8wONGgvresCtspQBH6WyxfFTl6X79racjQrGLR-itVPa3CwnqWmeRBCWtqXb-3HNAXSIp3tZH1YPfsn3ltqREEoXIewTP8At2qbfh71uaDFtRzTNMJ-WIAijN8LA9AyK6EKfzxYsV7SeeAFmUtATJhf1lWT6nSE2J23g&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0 200 9866 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.161.168 www.office.com:443 GET /login 302 2541 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.120.75 security.microsoft.com:443 GET / 302 2232 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.89.232 portal.cloudappsecurity.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.89.232 portal.cloudappsecurity.com:443 GET / 200 5062 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.120.75 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.161.168 login.microsoftonline.com:443 GET /common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638338455893836140.ZDdjZWRkZjMtNGM4Zi00ODQ0LWE2MTQtNjc4YTM1MGJlNmQwZGM0NmRmMzQtMWVmNi00Y2Y0LWExZTctYjFjYWY5YjVkODlh&ui_locales=en-US&mkt=en-US&client-request-id=110e3961-ff74-4186-aedf-1fc2f6f5b851&state=fpf4Uvl2znla7CfFLAuCAu2j0fOl-94R4mHvQP9-YAsWBaPM64ynuRh-35O6ZUOBhsJ31-sEAmoLXmnoNv7lkRKF-xNpnoZvv_uMh0P1Bw_ufDvKOjYnCOlP9ZIifFDvqgBUDm8MIHVHXgl1T7_UMMLiKayIMCB_h8T0AyqOzyCzHmddVER2TXRnHsD_KNQIKnOrpBzjV_aEZUip9Z82a1Sq5nxyPut8bxod1s_9DyXlxPWeqCnNv9RvM0kizZyyFP_pr2YmlBv2IC-YGY9_-w&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0 200 9788 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.120.75 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=80ccca67-54bd-44ab-8625-4b79c4dc7775&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DnFNyiJa_PLB3zrUd4mkWVvbN0ZEPgNqwt2_BKynq8LbonohcBlBQqzaWDJSWu2rjs_Ht1pe8SPSp97gwoapPPWdY2WxRW0OI3enYiZJZMtlAVTcbOiF0EQhX2RA-qPyZjMvwYZiy7qd4dddrpHp8Wg&response_mode=form_post&nonce=638338455893728171.ZDViNDkyNjUtYTQ5ZC00NGNjLWI0ZmMtYzBiOTkwNmI0ZjJiZDVhZGE0ZmEtYzc5YS00YzYxLWFkMjktZjRhZmQzZGVhNDUy&client-request-id=f6979c7b-e622-4bc6-bef4-271c9e272523&redirect_uri=https%3A%2F%2Fsecurity.microsoft.com%2F&x-client-SKU=ID_NET461&x-client-ver=6.22.1.0 200 9731 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.132.238 adminwebservice.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.132.238 adminwebservice.microsoftonline.com:443 GET / 404 576 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.75.132 ocsp.digicert.com:80 GET / 200 913 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.120.75 verisign.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.75.132 platform.linkedin.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:29] 10.10.75.132 platform.linkedin.com:443 GET / 404 6199 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:29] 10.10.120.75 verisign.com:443 GET / 301 955 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.161.168 nexus.microsoftonline-p.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.161.168 nexus.microsoftonline-p.com:443 GET / 302 1642 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.161.168 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.75.132 storage.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.46.50 eus-www.sway-extensions.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.161.168 www.office.com:443 GET /login 302 2541 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.75.132 storage.live.com:443 GET / 400 630 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.161.168 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.46.50 eus-www.sway-extensions.com:443 GET / 404 358 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.161.168 login.microsoftonline.com:443 GET /common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638338455901077559.MjVlYTdjNzQtODVjMC00ZTg3LWJhOTQtYjY0MDYzYmU3MTNhZmI2ZDdkZDQtNDViMS00MzljLTgwMWUtYTk0NTdmZGEyMGU4&ui_locales=en-US&mkt=en-US&client-request-id=f290937c-c69f-4e45-81e8-f31bff8dbc59&state=VrmIkh_iQfnvV0ShkmfRMOmLeQGMe3ahBHlXKerQrdd7qBi1imqFXCY8bf5nHossJfzQycH4eURQLiAEPTZcinTKzG-GU4LK48Yr04HydoGv4wzbMQpK58eKL8PkXsNfUgCbCgVBK69NYc7hDStmHvZo71Pgh2zETtkfSoR0KfmTthPqcxwf0pUZzs9ajoqOliJBVPxscDKORgfirZLQJy6bJ8Rdl9JBQgfsJKf5wGmEwERAEN7IEwy9__hAQ1NihJs77uwf7e75wQNzKrFerw&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0 200 9879 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.89.232 officeclient.microsoft.com:80 GET / 404 834 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.132.238 admin.onedrive.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.46.50 outlook.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.46.50 outlook.office.com:443 GET / 301 711 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.132.238 admin.onedrive.com:443 GET / 302 920 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.46.50 outlook.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.132.238 admin.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.46.50 outlook.office.com:443 GET /owa/ 302 7462 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.120.75 www.verisign.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.75.132 officepreviewredir.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.132.238 admin.microsoft.com:443 GET /sharepoint?page=home&modern=true 302 1029 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.75.132 officepreviewredir.microsoft.com:443 GET / 302 751 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.75.132 www.office.com:80 GET / 302 481 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:30] 10.10.75.132 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.46.50 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:30] 10.10.75.132 www.office.com:443 GET / 200 42380 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:55] 10.10.132.238 ajax.aspnetcdn.com:443 GET / 301 551 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:56] 10.10.132.238 www.asp.net:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:56] 10.10.116.67 signup.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:56] 10.10.132.238 www.asp.net:443 GET /ajax/cdn 301 777 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:56] 10.10.132.238 docs.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:56] 10.10.132.238 docs.microsoft.com:443 GET /en-us/aspnet/ajax/cdn/overview 301 741 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:56] 10.10.132.238 learn.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:56] 10.10.132.238 learn.microsoft.com:443 GET /en-us/aspnet/ajax/cdn/overview 200 28326 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:56] 10.10.75.132 logincert.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:56] 10.10.116.67 signup.live.com:443 GET / 302 1876 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:56] 10.10.75.132 logincert.microsoftonline.com:443 GET / 403 938 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:56] 10.10.116.67 login.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:57] 10.10.116.67 login.live.com:443 GET /login.srf?wa=wsignin1.0&rpsnv=16&checkda=1&ct=1698250616&rver=7.3.6960.0&wp=MBI_SSL&wreply=https%3A%2F%2Fsignup.live.com%2F%3Flic%3D1&lc=1033&id=68692&mkt=en-US&uaid=1e77d526bc444e5fb7ea6f2a3c046d2b 302 1411 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:57] 10.10.75.132 becws.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:57] 10.10.75.132 becws.microsoftonline.com:443 GET / 403 1742 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:57] 10.10.132.238 autologon.microsoftazuread-sso.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:57] 10.10.132.238 autologon.microsoftazuread-sso.com:443 GET / 404 834 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:57] 10.10.116.67 signup.live.com:443 GET /?lic=1 200 64049 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:57] 10.10.75.132 support.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:58] 10.10.75.132 support.microsoft.com:443 GET / 301 704 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.75.132 support.microsoft.com:443 GET /en-US 200 24911 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.116.67 c1.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:58] 10.10.116.67 c1.microsoft.com:443 GET / 302 795 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.116.67 c.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:58] 10.10.116.67 c.bing.com:443 GET /c.gif?ctsa=mr&CtsSyncId=A2963C827A784FDE93A03017D6E758B6&RedC=c1.microsoft.com&MXFR=17C85F9F0B4B600E2E774C2A0F4B6665 302 1372 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.116.67 c1.microsoft.com:443 GET /c.gif?ctsa=mr&CtsSyncId=A2963C827A784FDE93A03017D6E758B6&MUID=1910C855008164C41BB8DBE001FE6526 200 1189 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.75.132 appex.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:58] 10.10.75.132 appex.bing.com:443 GET / 301 556 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.75.132 www.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:58] 10.10.132.238 smtp.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:58] 10.10.75.132 www.bing.com:443 GET / 200 42414 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.132.238 smtp.office365.com:443 GET / 301 716 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.132.238 smtp.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:58] 10.10.132.238 smtp.office365.com:443 GET /owa/ 302 7472 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.132.238 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:58] 10.10.75.132 officeclient.microsoft.com:80 GET / 404 834 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:58] 10.10.132.238 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3A%2F%2Fsmtp.office365.com%2Fowa%2F&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=3903800c-25b8-1204-78bd-a63919e7a028&protectedtoken=true&claims=%7B%22id_token%22%3A%7B%22xms_cc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&nonce=638338474186246862.2fc17cc5-c0cf-4b0d-beae-8b388d1ee9b8&state=Dcs7FoAwCABBos_jYD5ggscJBFtLry_FTrcJAPZoi1IJYHQSIuHBVXrjHpztsTrMLrRiD7KWherTUZREVnW_VVK8R36_mX8 200 9598 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.116.67 docs.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:59] 10.10.116.67 docs.microsoft.com:443 GET / 301 711 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.116.67 learn.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:59] 10.10.75.132 c.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:59] 10.10.75.132 c.bing.com:443 GET / 403 2222 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.116.67 learn.microsoft.com:443 GET / 301 1016 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.116.67 learn.microsoft.com:443 GET /en-us/ 200 10983 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.75.132 ocsp.globalsign.com:80 GET / 301 640 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.75.132 www.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:59] 10.10.132.238 becws.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:59] 10.10.75.132 www.globalsign.com:443 GET / 302 730 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.132.238 becws.microsoftonline.com:443 GET / 403 1742 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.75.132 www.globalsign.com:443 GET /en/ 301 868 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.75.132 www.globalsign.com:443 GET /en 200 14998 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:16:59] 10.10.116.67 becws.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:16:59] 10.10.116.67 becws.microsoftonline.com:443 GET / 403 1742 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:00] 10.10.116.67 technet.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:00] 10.10.116.67 technet.microsoft.com:443 GET / 301 794 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:00] 10.10.116.67 learn.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:00] 10.10.75.132 eus-www.sway-cdn.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:00] 10.10.116.67 learn.microsoft.com:443 GET / 301 1016 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:00] 10.10.116.67 learn.microsoft.com:443 GET /en-us/ 200 10983 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:00] 10.10.75.132 eus-www.sway-cdn.com:443 GET / 200 21021 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:00] 10.10.116.67 stackoverflow.com:80 GET / 301 726 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:00] 10.10.116.67 stackoverflow.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:00] 10.10.116.67 stackoverflow.com:443 GET / 200 48704 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:00] 10.10.132.238 platform.linkedin.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:00] 10.10.116.67 outlook.office365.com:80 GET / 301 642 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:00] 10.10.116.67 outlook.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:00] 10.10.116.67 outlook.office365.com:443 GET / 302 707 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:00] 10.10.116.67 outlook.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:00] 10.10.116.67 outlook.office365.com:443 GET /owa/ 302 7518 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:01] 10.10.120.75 partnerservices.getmicrosoftkey.com:80 GET / 503 4249 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:01] 10.10.116.67 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:01] 10.10.116.67 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3A%2F%2Foutlook.office365.com%2Fowa%2F&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=954b5382-ff1f-a26f-0835-ce1f0c5a7a3b&protectedtoken=true&claims=%7B%22id_token%22%3A%7B%22xms_cc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&nonce=638338474209383909.1b9eb153-1f57-457d-9d88-888de83ae6a7&state=DYtBEoAgDMSKjM-pgAW6fQ4MePXo9-0hmVwSiCg6hxOyi7QLRFC13tk8LdtVpu1ZmnB5mnJtutgWwADWhozdhwZ_z_R-I_0 200 9608 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:01] 10.10.75.132 www.microsoft365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:01] 10.10.75.132 www.microsoft365.com:443 GET / 200 42375 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:01] 10.10.132.238 platform.linkedin.com:443 GET / 404 6237 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:01] 10.10.116.67 support.microsoft.com:443 CONNECT - 200 0 "-"
